instruction,category
Where does Kieran Liam McAspie come from?,closed_qa
"In what year did Apple launched the ""Mac operating system""?",closed_qa
"Based on the cities based on whether you are in Namibia or Lithuania.
Klaipėda, Oshakati, Kaunas, Windhoek, Vilnius, Rundu",classification
"In what year did Apple debut the ""MAC operating system""?",closed_qa
What is the name of the country that still has a emperor?,general_qa
Write a short essay on the experience of Neil Armstrong on the moon,creative_writing
Give me a list of five surf places in southern California,brainstorming
What happens when air blows in alkaline water?,open_qa
Name the khals known to be currently alive in an ice and fire song.,open_qa
Give me a list of five surf spots in South California,brainstorming
What are the different ways to make eggs?,open_qa
"Name the Khals, which is known that she is currently living in a song of ice and fire.",open_qa
Can you tell me something interesting about soon Head Island?,creative_writing
Are the iodized salt and the equal Kosher salt?,general_qa
"I need to write a deck summarizing the advantages of the delta in the lake house, can you give me good suggestions of slides?",brainstorming
Are iodized salt and kosher salt identical?,general_qa
Name the khals known for being currently alive in an ice and fire song.,open_qa
What are the 3 main states of India that explain the reception of the maximum number of interstate emigrants?,summarization
When was the White Bitcoin Paper published?,open_qa
When was the Bitcoin WhitePaper released?,open_qa
When was Bitcoin Blanco published?,open_qa
What are the three best states of India who have received the maximum number of intergovernmental emigrants?,summarization
Are iodine salt and kosher salt the same?,general_qa
I have to write a deck in which the advantages of Delta are summarized in the Lakehouse. Can you give me some good slide suggestions?,brainstorming
What are different ways of making eggs?,open_qa
"I need to write a deck that summarizes Delta's benefits in Lakehouse, can you give me some good slide suggestions?",brainstorming
What are the 3 main states of India that explain to receive the maximum number of interstate emigrants?,summarization
What is the pig price?,summarization
What is the Swiney price?,summarization
What is a good example in a Hackathon project for a high school student?,general_qa
What is a good example on a hackathon project for a college student for programming?,general_qa
What is the Swiney award?,summarization
Why were Beatles so popular?,information_extraction
"Given the context below, answer the question provided: 

Context: 
In fact, the first prominent moment of the chat wizard occurred twelve years ago in the fifth -generation iPhone launch event. Scott Forstall, then Apple Software Chief, pressed an iPhone button to summon Siri and asked him questions. Ask the weather, looking for restaurants, reviewing the prices of the actions. Keep in mind that this was a time when smartphones were far from being generalized, and being able to verify the prices of shares on a mobile phone was already very new.

Ask: 
Who was the software chief during the first launch of Apple Siri?",general_qa
What is a good example of a hackathon project for a middle school student for programming?,general_qa
"In view of this paragraph on the dimensions of a volleyball court, is there a difference between the network for men's competitions and women's competitions?",closed_qa
"Given this paragraph on the dimensions of a volleyball court, is there a difference between the day before the net for male competitions and female competitions?",closed_qa
"Given the context below, please answer the question provided: 

Context: 
In fact, the first moment of demonstration of the chat assistant occurred twelve years ago during the launch event of the fifth generation iPhone. Scott Forstall, then Apple's software manager, pressed an iPhone button to invoke Siri and asked him questions. Find out about the weather, the search for restaurants, the verification of the equity prices. Keep in mind that it was a time when smartphones were far from widespread, and being able to check the stock prices on a mobile phone was already a very new thing.

Question: 
Who was the software manager in the first version of Apple Siri?",general_qa
"Given this paragraph on the dimensions of a volleyball court, is there any difference between the power of the network for male competitions against female competitions?",closed_qa
Describe the feeling of taking a cold shower and explain the justification for why someone could take one.,creative_writing
What is the attraction in the United States for Jeep Wrangler?,brainstorming
Describe the feeling of taking a cold shower and explain the reason why someone could take one.,creative_writing
Describe the feeling of taking a cold shower and explain the reasons why someone could take one.,creative_writing
"In view of the following context, please answer the specified question: 

Context: 
In fact, the first highlight moment of the chat assistant occurred twelve years ago at the fifth generation iPhone's launch event. Scott Forstall, then the software chief of Apple, pressed a button on the iPhone to summon Siri, and asked him questions. Ask for the weather, look for restaurants, check the share prices. Remember that this was a time when smartphones were anything but widespread, and it was already a very new thing to check the share prices on a mobile phone.

Ask: 
Who was the software manager during the first publication of Apple Siri?",general_qa
"Imagine that you are going to marry and attend a tasting of wedding cake. Describe five different flavors to try, with combinations of cake and glaze for each tasting. Choose a better flavor at the end of the five tastings.",creative_writing
Write an essay that describes why baseball should be considered the United States hobby.,creative_writing
"I don't think I should pursue higher education. From the following, what are the advantages and disadvantages of teaching masters?

diploma to show the mastery of a subject
Get money
Drying work is required
Losing entrepreneurial opportunities through time spent studying
diploma to show the mastery of a subject
skills development
Time away from the family
Prepare for a success for life
Respect in society",classification
"Imagine that you get married and take a tasting of wedding cakes. Describe five different flavors that you try, with cake and frosting combinations for each tasting. Choose a better flavor at the end of the five tastings.",creative_writing
Write an essay that describes why baseball should be considered as America's pastime.,creative_writing
"Who are some of the main characters on the show ""South Park""?",open_qa
"What are some of the main characters in the program ""South Park""?",open_qa
"I don't think I should pursue a university education. What are some advantages and disadvantages of master training?

Completion to master a topic
Take money
Hard work is required
Lose entrepreneurial opportunities at the time of the course
Completion to master a topic
Ability to develop
Time from the family
Imagine for lifelong success
Respect in society",classification
"I don't think I must follow higher education. From the following, what are some pros and cons of a master's education?

Degree to show the mastery of a topic
Take money
Hard work is required
Lose business opportunities for the time dedicated to study
Degree to show the mastery of a topic
skills development
Time away from family
Establish for the success of a lifetime
Respect in society",classification
Fix typographic errors and grammar below,information_extraction
Imagine getting married and participating in a wedding cake tasting. Describe five different flavors that you try with combinations of cakes and icing for every tasting. Choose a best taste at the end of the five tastings.,creative_writing
Write a test describing why baseball should be considered the American hobby.,creative_writing
"Who are some of the main characters of the ""South Park"" program?",open_qa
Correct the typing faults and grammar below,information_extraction
Who regulates the banks in Australia?,open_qa
What are your 5 favorite museums in London?,brainstorming
"Given this reference text on a video game, when was Donkey Kong launched?",closed_qa
When was Donkey Kong published in view of this reference text for a video game?,closed_qa
Fix the typing errors and the grammar below,information_extraction
"Order the following list from 8, 5,2,4,8,9",general_qa
"Given this reference text on a video game, when Donkey Kong was released?",closed_qa
What are your 5 favorite museums in London?,brainstorming
What are your 5 favorite museums in London?,brainstorming
"Ordene the following list descending 8, 5,2,4,8,9",general_qa
What are the people of Wisconsin?,open_qa
What are people from Wisconsin called as a?,open_qa
What does Wisconsin people mean too?,open_qa
Write an answer to a veteran interested in renting my house,creative_writing
Write an answer to a veteran who is interested in renting my house,creative_writing
What are the main considerations for the Care Care when rearing backyard chickens?,summarization
What are the main considerations for the care of chickens when raising chickens in the backyard?,summarization
Name a hot yoga style.,open_qa
Write an answer to a veteran interested in renting my house,creative_writing
What are the main considerations for chick care when increasing the backyard chickens?,summarization
What is the visualization of data in the context of business intelligence?,general_qa
What is the visualization of data in the context of business intelligence?,general_qa
What happened to Captain Blight after the riot in generosity?,general_qa
What happened to Captain Bligh after the mutiny on the premium?,general_qa
Name a hot yoga style.,open_qa
List the years Anne Rochelle Steely Ramírez participated in Sprint events based on the passage. Use the bucket format to represent the years and classify in ascending order.,information_extraction
What is data visualization in the context of business intelligence?,general_qa
List the years in which Anne Rochelle Steely Ramirez took part in sprint events that are based on the passage. Use the Bulleted format to present the years and to sort it in rising order.,information_extraction
What is Shiba Inu (Crypto)?,open_qa
Provide a table of the various recruitment lists to which Calvin Johnson has been appointed and who appointed him to the list and do it in CSV format,information_extraction
Enumerate five elements you would need to survive in the desert.,brainstorming
What is the Shiba Inu (crypt)?,open_qa
Why is it important to choose?,general_qa
List five elements that you would have to survive in the wilderness.,brainstorming
What is the format of an e -mail?,open_qa
List of five elements that would need to survive in the desert.,brainstorming
Provide a table of the various recruitment lists to which Calvin Johnson was appointed and that appointed the list and do it in CSV format,information_extraction
Which products and services are offered by Falco Electronics?,summarization
What is the popularity of K-POP in the world?,closed_qa
What products and services offer Falco Electronics?,summarization
How popular is K-Pop all over the world?,closed_qa
How do you explain cloud computing to a 5 -year -old child?,general_qa
How do you explain Cloud Computing to a 5-year-old child?,general_qa
What are the main breathing devices for SCUBA?,information_extraction
Can you tell me about sports history in Philadelphia?,information_extraction
How do you explain cloud computing to a 5 -year -old?,general_qa
What are two languages in Spain spoken except for Castilian Spanish?,open_qa
"Tell me at a reference text about David Moses Ben Meir Dyte, for which he is known.",closed_qa
Why do people like dogs?,general_qa
What are the primary breathing apparatus for diving devices?,information_extraction
"Given a reference text on David Moses Ben Meir Dyte, tell me what he is known for.",closed_qa
Enter a table of the different recruitment lists to which Calvin Johnson was named and named him in the list and do this in CSV format,information_extraction
What are the main respiratory devices for diving,information_extraction
How popular is K-pop worldwide?,closed_qa
"Given a reference text about David Moses Ben Meir Dyte, tell me why he is known.",closed_qa
What are the two languages spoken in Spain other than the Castillian Spanish?,open_qa
"What are two languages that are spoken in Spain, apart from Spanish Spanish?",open_qa
What are some popular films from the 1980s?,classification
What are some questions that I can ask my mother to know her better?,brainstorming
What are some popular films of the 1980s?,classification
Why do some people like horror movies?,general_qa
I would like to get a motorhome for family holidays.  What things should I be aware when buying one?,general_qa
I would like to get a campist for family vacations.  What things should I consider when buying one?,general_qa
What are some questions that I can ask my mother to get to know them better?,brainstorming
What are the questions that I can ask my mother to know her better?,brainstorming
What are the popular films of the 1980s?,classification
What is the difference between open and close shoes?,open_qa
What is the name of Bart Simpson?,open_qa
What were the Gulags and who lived in them?,summarization
I want to get a motorhome for family vacation.  What things do I have to know when buying a?,general_qa
What are 6 different types of pizza trim?,brainstorming
Why the Interlaken is famous,brainstorming
What is Bart Simpson's best friend?,open_qa
How to keep my plants alive?,general_qa
What are the 6 different types of pizza coverage?,brainstorming
What is the difference between open and tight shoes?,open_qa
What is the difference between open shoes and nearby themes?,open_qa
What were the gulags who lived there?,summarization
"If you drive kayaking in California in summer, which would be appropriate to this clothing: a life, a swimsuit, a wetsuit, jogging pants, a knitting hat, a ball cap",classification
"Given a reference text on the bombing of the Mazar-Sharif 2022 mosque, how many people were injured and killed?",closed_qa
Extract the teams that Bob Sanders played throughout his career and placed them in a list separated by commas.,information_extraction
What are 6 different types of pizza topping?,brainstorming
Give me a ball list of the seven miracles of Portugal and your building data:,brainstorming
Extract the teams that Bob Sanders played throughout his career and put them in a list separated by Kommas.,information_extraction
How many people were injured and killed in the face of a reference text about the 2022 Mazar-i-Sharif mosque mosque mosque mosque?,closed_qa
Give me a list of chips of the seven wonders of Portugal and their construction dates:,brainstorming
"Given a reference text on the Mazar-I-I-Sharif 2022 mosque attack, how many people were injured and killed?",closed_qa
"When you go to Kayak in California in the summer, which of these clothes would be appropriate to use?",classification
Extract the teams that Bob Sanders played throughout his career and put them in a list separated by commas.,information_extraction
"When you are going to do kayak in California in summer, which of these clothes would be appropriate to wear: a life jacket, a swimsuit, a combination, tracksuit pants, a knitted hat, a ball",classification
Name some male celebrities where breast cancer was diagnosed.,open_qa
What are the seven miracles of the world?,closed_qa
Name to some male celebrities who have been diagnosed with breast cancer.,open_qa
What is a recipe for Chimichurri?,general_qa
"Given this paragraph on blockchain, how did Blockchain influence the Bitcoin cryptocurrency?",closed_qa
Name male celebrities that have been diagnosed with breast cancer.,open_qa
What is a recipe for chemichurri?,general_qa
How did Blockchain influence Bitcoin cryptocurrency in view of this sales via Blockchain?,closed_qa
What are the toxic plants for cats?,open_qa
What was the first name of the brother and cousin of Thomas Attewell?,closed_qa
Give me a bullet list of the seven wonders of Portugal and its construction dates:,brainstorming
"Given this paragraph on the blockchain, how did the blockchain influence the Bitcoin cryptocurrency?",closed_qa
"Classify the following Stephen King, who either works as a ""book"", as ""film"" or ""Shawshank Redemption, Carrie, under the dome, sleeping beauties, Shining, Sleepwalker, Dreamcatcher, Bag of Bones, Creepshow, Insomnia, The Green Mile, Cat's Eye",classification
What is a recipe for Chimichurri?,general_qa
What are the steps to perform respiratory meditation?,brainstorming
"Classify the following Stephen King works as a 'book', a 'movie' or 'both': Shawshank redempion, carrie, under the dome, whistling beauties, The Shining, Sleepwalkers, Dreamcatcher, Bages of Bones, Creepshow, Insomnia, The Green Mile, Cat's Eye's Cat's Eye 'Eye'",classification
"Classify that Stephen King following works as a ""book"", a ""film"" or ""the two"": Shawshank Redemption, Carrie, Sous le Dôme, Beauties Sleep, The Shining, Sleepwalkers, Dreamcatcher, Bag of Bones, Creepshow, Insomnia, The Green Mile, Cat's Eye",classification
What are the toxic housing plants for cats?,open_qa
What are the steps to carry out breathing meditation?,brainstorming
What are the steps to make respiratory meditation?,brainstorming
Please share some important points that you can remind you from the specified text for Oscar Awards,summarization
Tell me about the Mauritius -Fody what you look like.,closed_qa
Which companies were targeted in the face of this article on Operation Aurora in the attacks?,closed_qa
"Given a reference text on the Maurice Fody, tell me what they look like.",closed_qa
"Given this article about Operation Aurora, what companies were attacked in the attacks?",closed_qa
"Given a reference text about Mauricio Fody, tell me how they look.",closed_qa
Please share some important points to remember for the Oscar of the given text,summarization
Share some important points to remember for the Oscar prizes of the given text,summarization
"Given this article on Operation Aurora, which companies have been targeted in the attacks?",closed_qa
What is a less known rule or movement in failures?,open_qa
"What team represents the University of Concord in Irvine, California?",information_extraction
Extract the iPhone models and the announcement data from the specified text and list it with the balls in the format {iPhone -Models} -{announcement -date},information_extraction
How many syllables are there in the smartest word?,open_qa
What is a less known rule or movement in chess?,open_qa
How many syllables are in the smarter word?,open_qa
Why is Paris known as the city of Light?,general_qa
What is a lesser known rule or a lesser -known chess movement?,open_qa
"Which team represents Concordia University in Irvine, California?",information_extraction
"From the given text, extract iPhone models and ad dates and list them using the balls in the format {iPhone Models} - {Announcement date}",information_extraction
"From the given text, remove the iPhone models and the ad is dates and lists them using the bullets in the {iPhone models} - {advertisement date}",information_extraction
"Provide a list of diseases that propagate in the Diamond Princess and the virus that caused them. Use a flea list in the format ""Name of the disease - Virus name - Year"".",information_extraction
Why is Paris known as the City of Light?,general_qa
"Provide a list of diseases that spread in the Diamond Princess and the virus that caused them. Use the bullet list in the ""Name of the disease - Virus Name - Year"".",information_extraction
What are the main ingredients to make bread?,open_qa
Give me a list of ways of losing weight,brainstorming
How many syllables are smarter in the word?,open_qa
What are the main ingredients to make bread?,open_qa
What are the main ingredients for the production of bread?,open_qa
Why is Paris known as the city of light?,general_qa
When did the Iranians convert to Islam?,closed_qa
What happens when no water drinks,general_qa
When did the Iranians convert to Islam?,closed_qa
How do you keep a good presentation?,general_qa
"Enter a list of diseases that spread in the Diamond Princess and the virus you cause. Use Bulleted List in the format ""Disease name - Virus name - Year"".",information_extraction
"According to this article, is considerations of which time zone to determine what land is in the dead area?",closed_qa
"On the basis of this article, the considerations of which time zone is used to determine the land in the dead man's area?",closed_qa
How to make a good presentation?,general_qa
When did Iranians become Islam?,closed_qa
"How are the characters Balrog, Vega and M. Bison in Street Fighter II?",summarization
What happens if you don't drink water?,general_qa
"How are the Balrog, Vega and Mr. Bison characters connected in Street Fighter II?",summarization
Why is the forum in Rome called the forum?,closed_qa
Name a science fiction book from China,open_qa
Who was the first Seattle Supersonics coach?,information_extraction
Who was Seattle Supersonics coach?,information_extraction
"Based on this article, considerations about which time zone is used to determine which country is in the dead man zone?",closed_qa
Who was the first Seattle Supersonics coach?,information_extraction
Why is the forum in Rome called the forum?,closed_qa
Name a science fiction book by China,open_qa
What football team should I support?,general_qa
Give me some suggestions to prevent my children from complaining.,brainstorming
Give me some suggestions to keep my children from it.,brainstorming
Name a science fiction book from China,open_qa
Give me some suggestions to prevent my children from whining.,brainstorming
How does an automatic lawnmower from Husqvarna work?,general_qa
What name is Beijing also known?,closed_qa
What name is also known by Beijing?,closed_qa
How old is the tamil language?,closed_qa
In which name is Beijing also in?,closed_qa
What makes a rotating upper part stop?,open_qa
How does an Automatic Césped Husqvarna cite operate?,general_qa
Is it sure to look directly at the sun?,open_qa
How a Husqvarna automatic lawn mower works.,general_qa
How old is the Tamil language?,closed_qa
What does a spinning chief stop?,open_qa
Is it certain to look at the sun directly?,open_qa
"Tell me which animals are larger than the average person: dog, mouse, elephant, rhinoceros, hippopotamus, cat, squirrel.",classification
What is rheological welding?,summarization
What causes a top of rotation?,open_qa
"Tell me which animals are larger than the average human: dog, mouse, elephant, rhinoceros, hippopotamus, cat, squirrel.",classification
Is it safe to look directly?,open_qa
"Tell me which animals are larger than the average human: dog, mouse, elephant, rhinoceros, hypopotamus, cat, squirrel.",classification
What does the glide ratio of the plane mean?,open_qa
What is rheological suddenness?,summarization
What does the placing relationship of the plane mean?,open_qa
How can you lose weight?,open_qa
"Let me know if you think these are musical instruments or tools: piano, chisel, marimba, hammer, drill, scissors, violin, drumming, screwdriver, brass, clarinet.",classification
What does aircraft slide ratio mean?,open_qa
How difficult is it to learn to juggle with?,general_qa
"Identify which animal species is alive or extinct: Arquelón turtle, Orangután Borneo",classification
How difficult is it learning to juggle?,general_qa
"Identify which animal species are alive or extinguished: Archelon Turtle, Bornean Orangutan",classification
Give me a chip list in different ways to earn a lot of money.,brainstorming
Give me a shot list of different ways to earn a lot of money.,brainstorming
Who is the top baseball player based on offensive categories that are not in the Major League Baseball Hall of Fame without having the chance to work in life.,brainstorming
"Identify which animal species is alive or extinct: Archelon Turtle, Borner Orang -Utan",classification
What is fixed assets in finance?,open_qa
"Let me know that these are musical instruments or tools: piano, chisel, marimba, hammer, drill, scissors, violin, drums, screwdriver, brass, clarinet.",classification
Who is the best baseball player based on offensive categories that are not in the Baseball Major Leagues Hall of Fame without the possibility of entering while they are alive?,brainstorming
"Let me know if you think they are musical instruments or tools: piano, chisel, marimba, hammer, drill, scissors, violin, battery, screwdriver, brass, clarinet.",classification
Who is the best baseball player based on offensive categories which are not at the temple of renown of the major baseball league without any chance of entering life.,brainstorming
Give me a ball list of different options to make a lot of money.,brainstorming
Remove the ingredients that are not meat from the sandwich in the passage provided. Separate them with a pipe symbol.,information_extraction
Extract the non -meat ingredients of the sandwich in the proposed passage. Disconnect them with a pipe symbol.,information_extraction
Extract the unbeatable ingredients of the sandwich in the passage provided. Separate them with a pipe symbol.,information_extraction
What is an asset set in finance?,open_qa
What are some important things to bring a bicycle ride?,brainstorming
Think of many different light sources to read a book,brainstorming
What are the important things to bike.,brainstorming
Give me a list of fantastic films,brainstorming
What are the popular street foods of Maharashtra in India?,open_qa
What is the oldest annual marathon in the world based on the following reference text?,closed_qa
What are some important things to bring a bike ride?,brainstorming
"From the passage provided, the year of the Pro Kabaddi League of the year was established.",information_extraction
What is the oldest annual marathon in the world based on the reference text below?,closed_qa
What is the oldest annual world marathon based on the reference text below?,closed_qa
"From the planned passage, the extract of the year Pro Kabaddi League was created.",information_extraction
What are the popular street foods of Maharashtra in India,open_qa
Think of many different light sources to read a book,brainstorming
Think of many different light sources to read a book.,brainstorming
"Tell me in a reference text about Georg Friedrich Papagei, when and where he was born and what he studied.",closed_qa
The year was set up from the passage per extract The Year Pro Kabaddi League.,information_extraction
Who is the best golfer who has ever played the game?,general_qa
"Given a reference text on Georg Friedrich Parrot, tell me when and where he was born as well as what he studied.",closed_qa
"Given a reference text about Georg Friedrich Parrot, tell me when and where he was born, as well as what he studied.",closed_qa
Who is the best golfer who has ever played the game?,general_qa
"Given this paragraph about cycling, who has the record of most victories on the stage of the Tour de France?",closed_qa
Who has the record for most victories of the Tour de France stage in view of this sales of cycling?,closed_qa
"Classify the numbers based on your fitting by 5 or 3
15, 55, 33, 50, 99",classification
"Classify numbers according to their divisibility by 5 or 3
15, 55, 33, 50, 99",classification
How many years passed from Ghana's decline to the Mali -Reich who consolidated western Sudan?,closed_qa
"Classify the numbers according to their divisibility by 5 or 3
15, 55, 33, 50, 99",classification
"Which of the following animals are primates: humans, dogs, bonobos, cats, bats, goats, bears, orangutans, wolf, lion, squirrel, koala, guepardo, deer, orca, gorillas, camels, hamsters, lemurs, blue whales, chimpanzee, chimpanzee",classification
Who is the best golfer to play the game?,general_qa
"Which of the following animals are primates: man, dog, bonobos, cat, bats, goat, bear, orang -utans, wolf, lion, squirrel, koala, cheetah, deer, orca, gorillas, camel, hamster, lemurs, blue whale, chimpanzee",classification
How many years have passed from the decline of Ghana to the Empire of Mali consolidating Western Sudan?,closed_qa
How many years went from Ghana's decline to the Empire Mali that consolidates the western Sudan?,closed_qa
"Which of the following animals are primates: human, dog, bonobos, cat, bats, goat, bears, orangs-tools, wolf, lion, squirrel, koala, guéphs, deer, orca, gorillas, camels, hamsters, lemurs, blue whale, chimpanzee",classification
Write a brief about your recent vacations,creative_writing
Write a haiku about sitting on the shore and see the waves.,creative_writing
"From the passage provided, extract the names and published work of the first economists. Identify the name then the published work separated with a dashboard. Separate the name and pairs of works published with half a colon.",information_extraction
Write an order about your last vacation,creative_writing
"Classify each of the following either as a country or as a city: Sweden, France, Paris, Bali, Rotterdam, Seville, India, San Fransisco, Amritsar, Portugal",classification
"From the proposed passage, extract the names and published work of the early economists. Identify the name and then the published work with a dashboard. Separate the name and published works of work with a semicolon.",information_extraction
"From the passage provided, draw the names and published work of the first economists. Identify the name and then the published work separated with a board. Separate the name and couples of published works with a semi-colon.",information_extraction
What is Baur Au Lac?,summarization
What is the Baur au Lac?,summarization
"Classify each of the following as a country or a city: Sweden, France, Paris, Bali, Rotterdam, Sevilla, India, San Fransisco, Amritsar, Portugal",classification
"Classify each of the following elements as a country or a city: Sweden, France, Paris, Bali, Rotterdam, Seville, India, San Fransisco, Amritsar, Portugal",classification
Write a haiku on the shore and looking at the waves.,creative_writing
Write a brief on your recent holidays,creative_writing
"Given this paragraph on cycling, which holds the record for most of the victories of the Tour de France?",closed_qa
When are storms the most common in the northern India basin?,information_extraction
When are storms in the North Indian pool most common?,information_extraction
What is the best location for family holidays in Western Europe?,general_qa
What was the Marcal restaurant?,general_qa
When are the most common storms in the Northern Indian basin?,information_extraction
What is the Baur au lake,summarization
Provide a list of ways that musicians can earn income from their musical crafts.,brainstorming
What was the Marcal restaurant?,general_qa
What is the best place for a family vacation in Western Europe?,general_qa
What is the best place for a family vacation in Western Europe?,general_qa
Provide a list of options that musicians can earn income from your music trade.,brainstorming
Provide a list of ways in which musicians can obtain income from their musical crafts.,brainstorming
What was Marcals Restaurant?,general_qa
What are the opponents and offsets of travel with bikes compared to cars?,general_qa
What is Germany's national holiday?,open_qa
What are the advice and disadvantages of commuting with bicycles compared to cars?,general_qa
What is the Willie Mays World Series Award (Most Valuable Player Award) given the numerous awards in the Major League baseball?,closed_qa
Why is the per capita BIP Africa low in view of this paragraph on Africa?,closed_qa
"Given this paragraph on Africa, why is GDP per capita in Africa?",closed_qa
"Given the many prices of Major League Baseball, what is the most precious player's price (MVP) by Willie Mays World Series?",closed_qa
"Given this paragraph on Africa, why is Africa's per capita GDP?",closed_qa
What are the advantages and fading of trips with bicycles compared to cars?,general_qa
"Given the numerous awards in Major League Baseball, what is the most valuable player of the Willie Mays World Series (MVP)?",closed_qa
"Given a reference text on Nautiyal,, how did your work focus on?",closed_qa
"Given a reference text on Anoo Nautiyal, what did his work concentrated on?",closed_qa
"Provide a list of parts of the body that are only three letters. Here are some parts of the body which are words of three letters: toe, coast, eye, ear, leg and jaw.",open_qa
What is a typical humping whale migration model,general_qa
What focused on his work in view of a reference text on Anoop Nautiyal?,closed_qa
"Classify this vegetables based on their color.
Mushroom, spinach, cauliflower, broccoli",classification
Who is the main line -up in Seinfeld -TV show?,closed_qa
What is a typical hunchback whale migration pattern?,general_qa
Who is the main cast in the Seinfeld television program?,closed_qa
"Classify these vegetables according to their color.
mushrooms, spinach, cauliflower, broccoli",classification
Who is the main cast of the Seinfeld television show?,closed_qa
"The document ""attention is everything you need"" proposed the transformer model for the first time, which had a deep impact on the following LLM. Please give the main idea of the transformer described in this article",summarization
"Enter a list of parts of the body that are only three letters long. Here are some parts of the body that are three labeled words: toes, ribs, eye, ear, leg and jaw.",open_qa
What is a typical migration pattern of the Buckelwalwal,general_qa
"The paper ""Attention is everything you need"" suggested the transformer model for the first time, which had a profound influence on the subsequent LLM. Please indicate the main presentation of the transformer described in this article",summarization
"Classify these vegetables as a function of their color.
Mushrooms, spinach, cauliflower, broccoli",classification
"Provide a list of pieces of the body that have only three letters long. Here are some parts of the body that are three words with letters: finger, rib, eye, ear, leg and jaw.",open_qa
How will Chatgpt and other Large Language Models of education and engineering disciplines?,general_qa
How do chatt and other major language models work and technical disciplines?,general_qa
What is the standard free energy of Gibbs,summarization
How will Chatgpt and other large-language models affect education and engineering disciplines?,general_qa
What is the financial center,information_extraction
How many times was the Edinburgh castle in its long history?,information_extraction
"The document ""Attention is all that the transformer model needs"" proposed for the first time, which had a deep impact on the posterior LLM. Give the main idea of the transformer described in this document",summarization
What is the standard gibbs -free energy,summarization
What is standard Gibbs free energy?,summarization
What is the financial center?,information_extraction
What is financial center,information_extraction
Give me a list of popular news podcasts to listen,brainstorming
How often was Edinburgh Castle besieged in his long history?,information_extraction
What is the strongest animal on earth?,open_qa
What is the earth's loudest animal?,open_qa
How many times have the Château d'Edinburgh besieged in its long history?,information_extraction
Give me a popular news list to listen,brainstorming
Give me a list of popular news podcasts to listen,brainstorming
How should you take care of the grapes?,general_qa
How should you take care of grapes?,general_qa
Did you hear from the Doleshwor Mahadeva Temple?,closed_qa
Describe a recurring dream you had.,creative_writing
How should you take care of grapes?,general_qa
"Please classify from which science fiction universe to follow films, or television series: the return of the Jedi, Deep Space 9, Avengers",classification
Have you heard of the Dolshwor Mahadeva temple?,closed_qa
"Stan Laurel, Mickey Rooney, Lana Turner, what is in common",open_qa
Have you heard of the MAHADEVA DOLESHWOR temple?,closed_qa
Extract all the dates mentioned in this paragraph and list them using bullets in format {Date} - {Description},information_extraction
Please classify,classification
"Stan Laurel, Mickey Rooney, Lana Turner",open_qa
Is learning from the piano on a keyboard as effective as learning on a large/upright piano?,open_qa
Describe a recurring dream you have passed.,creative_writing
Describe a recurring dream that you have had.,creative_writing
Is piano learning on a keyboard as effective as learning in a great/vertical piano?,open_qa
Remove all the dates mentioned in this paragraph and list them using bullets in the {date} - {description} format} - {description},information_extraction
"Classify what science fiction universe are following movies or television series: The Return of the Jedi, Deep Space 9, Avengers",classification
Is learning the piano on a keyboard as effective as learning on a large / right piano?,open_qa
Extract all data mentioned in this paragraph and list it using balls in the format {date} - {description}.,information_extraction
Why do children of Indian origin do the spellbee competitions in the United States?,open_qa
Give me a few options for how I can become stronger and in better form before the next ski season.,brainstorming
Why do children of Indian origin do well in Spellbee competitions in the USA?,open_qa
Give me a few ways to become stronger and in better shape before the next ski season.,brainstorming
Tell me if these are television programs or films,classification
Tell me if these are television programs or movies,classification
Why do children of Indian origin do well in Spellbee competitions in the United States?,open_qa
Tell me if these are television or movies programs,classification
The Nobel Prize 2021 was awarded to which all journalists,open_qa
What is the difference between a grapefruit and a grapefruit?,open_qa
The Nobel Prize 2021 has been awarded to which all journalists,open_qa
"What are the advantages of the exercise and why you have to train every day, especially if you have a sedentary lifestyle that makes you sit all day?",general_qa
"From this paragraph, tell me when Mary died and when Elizabeth made Mary imprisoned, Queen of the Scottish. In addition, who supported the plots so that Elizabeth overthrows?",closed_qa
"What are the benefits of exercising and why should one exercise every day, especially if you have a sedentary lifestyle that makes you sit all day?",general_qa
"Identify which instrument is chain or percussion: Maddale, Banhu",classification
"Identify which instrument is a rope or percussion: Maddale, Banhu",classification
Give me some ways in which I can strengthen myself and in a better way before the next ski season.,brainstorming
"Of this paragraph, Tell me when Mary died and when Elizabeth had Mary, queen of imprisoned Scottish. Also, who supported the plots for Elizabeth to overthrow?",closed_qa
"What are the advantages of training and why should you train every day, especially if you have a sitting lifestyle that makes you sit all day?",general_qa
2021 Nobel Prize was awarded for which all journalists,open_qa
"With a given text as a reference, please note certain details on the central Michigan University",summarization
Extract the ingredients in the bee pollen from the text.,information_extraction
"What characters belong to DC or the Marvel universe? Ultron, Brainiac",classification
Remove the ingredients in the bee pollen from the text.,information_extraction
"What characters belong to DC or Marvel Universe? Ultron, Brainiac",classification
"With the text given as a reference, write down some details about the Central University of Michigan",summarization
"With given text, as a reference, open some details about the Central Michigan University",summarization
"Tell me from this paragraph when Mary died and when Elizabeth Mary, Queen of the Scots was detained. Who supported the actions to have overthrown Elizabeth?",closed_qa
Extract the ingredients in bees pollen from the text.,information_extraction
"What are some of the facts about the Fermín Festival, which could explain to someone who knows nothing about it due to this text.",summarization
